sum,max,min
0.416169,0.285588,-0.260234
0.47907718,0.410945,-0.353278
1.49211405,0.279983,-0.296327
0.69589786,0.292272,-0.217104
0.3714916,0.303187,-0.181387
-0.4377579,0.328824,-0.324107
0.63216614,0.288313,-0.240975
1.4377417,0.334195,-0.231272
0.7566177,0.283573,-0.231364
0.69090436,0.374962,-0.236035
1.384051943,0.346547,-0.316781
-0.01430555,0.272226,-0.332181
-0.323317,0.253802,-0.349597
0.4646501,0.306343,-0.277232
1.7456588,0.363126,-0.280653
1.26688593,0.307056,-0.238136
-0.0424141,0.292716,-0.350554
1.80755368,0.299896,-0.260416
0.97382957,0.230584,-0.233641
-0.15211726,0.353088,-0.283507
-0.4401544,0.201559,-0.277459
1.18111755,0.37303,-0.205892
1.00528256,0.30822,-0.158522
1.26385128,0.319088,-0.245243
1.00462507,0.282712,-0.22171
0.4274656,0.308587,-0.199839
1.19401847,0.298653,-0.153741
1.8944056,0.332109,-0.224829
0.96292148,0.332911,-0.177476
0.67330725,0.336409,-0.321178
0.888970207,0.272595,-0.225845
0.36817058,0.261901,-0.323045
0.48990632,0.404599,-0.210007
0.18406898,0.221879,-0.302407
1.44328464,0.294838,-0.218584
0.1205259,0.247304,-0.309723
-0.6864617,0.392778,-0.289033
0.74439462,0.283435,-0.308887
1.7530076,0.259559,-0.21824
-0.32155322,0.245009,-0.313155
1.321179,0.326054,-0.264629
0.40799845,0.464709,-0.31522
0.0613605,0.291552,-0.309316
0.26216385,0.338403,-0.252166
0.40689112,0.2799,-0.388433
1.42723248,0.38271,-0.20583
1.114795407,0.482823,-0.334176
2.10191987,0.282263,-0.168238
0.8753714,0.243999,-0.157181
-0.4181922,0.278001,-0.342408
1.3682424,0.304055,-0.158951
1.46588091,0.325823,-0.157439
0.82875807,0.363856,-0.242982
0.7557417,0.281751,-0.292451
-0.92670341,0.204893,-0.416938
-0.3182315,0.247053,-0.25892
0.596286965,0.279966,-0.316311
0.9892587,0.291004,-0.400748
-1.4445501,0.269982,-0.447678
0.07057911,0.315434,-0.237085
0.31264885,0.309968,-0.227371
-0.6904509,0.327552,-0.255045
0.3101865,0.323335,-0.212693
0.90143304,0.376707,-0.187239
1.8091734,0.380731,-0.253008
0.75552108,0.296412,-0.194012
0.72896364,0.261116,-0.376433
0.03616221,0.202629,-0.283678
-0.358324633,0.295714,-0.278159
0.42152886,0.358123,-0.320443
0.79408355,0.30513,-0.242764
-0.39240827,0.383784,-0.3936
1.1092852,0.340537,-0.202931
0.71933799,0.261782,-0.281006
0.926390945,0.352136,-0.401616
0.64298196,0.322067,-0.266163
-0.0225656,0.207496,-0.283645
1.7676742,0.335278,-0.304243
-0.2793591,0.204259,-0.295252
2.44728433,0.471886,-0.234968
0.3930748,0.239264,-0.214233
0.0521025,0.305679,-0.237726
-0.187152575,0.305465,-0.253701
0.5039106,0.326193,-0.317866
0.719426,0.237949,-0.289633
-0.51341135,0.291837,-0.316691
1.04657979,0.336036,-0.212188
0.21300825,0.316165,-0.273132
0.6771653,0.245537,-0.25939
0.62529464,0.378895,-0.246287
0.68919386,0.272904,-0.424551
0.71475561,0.286865,-0.281389
-0.2112737,0.282295,-0.280314
0.35250106,0.259945,-0.255913
-0.12554432,0.269011,-0.252427
1.2520394,0.283806,-0.273099
2.4059181,0.354527,-0.214523
0.2103658,0.272839,-0.229152
1.59198631,0.332576,-0.257915
-0.28883128,0.30433,-0.223354
1.1936899,0.345674,-0.267491
-0.240998804,0.269405,-0.264801
-1.0217022,0.200053,-0.335301
0.42140307,0.330917,-0.227495
-0.96752754,0.281481,-0.272039
-0.69440124,0.206831,-0.294531
1.47204644,0.351102,-0.204922
1.28147248,0.302956,-0.255335
0.48115212,0.374758,-0.307608
-1.50254187,0.243193,-0.411769
0.33002807,0.223209,-0.319668
-1.2401573,0.196706,-0.325244
-0.44407907,0.261058,-0.272127
0.09835006,0.324299,-0.20904
-0.2723324,0.19545,-0.213354
0.56974509,0.35043,-0.258823
0.24498443,0.319435,-0.301426
-0.927549317,0.257532,-0.38458
0.22835121,0.251869,-0.342587
0.20284163,0.371013,-0.378221
1.11281257,0.296553,-0.316247
1.92158106,0.338778,-0.192983
1.13388886,0.264073,-0.175742
0.3550655,0.266538,-0.265936
1.7237827,0.389593,-0.274247
0.4741896,0.325901,-0.247479
0.54405906,0.385769,-0.325928
-1.7783889,0.236052,-0.374221
1.70318386,0.374591,-0.253895
-1.03938401,0.257188,-0.297267
0.6833558,0.354464,-0.339242
-0.7644808,0.349642,-0.418748
-1.47310579,0.282033,-0.341545
1.4042638,0.268628,-0.176298
-0.1408468,0.25932,-0.365351
1.55591115,0.29079,-0.277578
0.8991225,0.284685,-0.285671
-0.26410238,0.318384,-0.24598
1.80293971,0.319584,-0.244252
-0.37356231,0.215956,-0.321994
1.23746155,0.338707,-0.178157
1.053686,0.418204,-0.241241
0.1424954,0.268998,-0.322195
1.08627165,0.402682,-0.296733
-0.020180108,0.427461,-0.256027
1.1961795,0.357263,-0.2352
1.1104059,0.343447,-0.204402
-0.80707553,0.238376,-0.294581
-0.0602796,0.291601,-0.257213
-0.15568554,0.27736,-0.256114
-0.2239435,0.281339,-0.300146
-0.09152755,0.403002,-0.330679
-0.05336801,0.254669,-0.268865
-0.66301104,0.229414,-0.260814
0.36270286,0.260616,-0.223852
0.697984,0.385081,-0.297762
1.08737098,0.329753,-0.215558
-0.10412666,0.357474,-0.274431
0.57029121,0.333182,-0.298289
0.1888749,0.282402,-0.289223
-0.1340146,0.317636,-0.274997
-1.4223132,0.247842,-0.405928
-0.441735174,0.234959,-0.228997
-0.99372913,0.167233,-0.312326
0.95465585,0.312659,-0.224898
-0.187644259,0.310971,-0.223477
-0.79232225,0.296207,-0.416636
0.5258469,0.333081,-0.233441
-0.82525773,0.339211,-0.277764
-0.02003542,0.198598,-0.31653
0.0665359,0.166373,-0.212506
0.1281616,0.366615,-0.252801
0.19983605,0.304788,-0.316126
0.09431789,0.345333,-0.369778
-0.27409863,0.244963,-0.24936
2.0835143,0.357721,-0.172122
0.8743503,0.359411,-0.266927
0.7762693,0.261762,-0.270849
0.768144083,0.236323,-0.213254
1.19110406,0.267247,-0.233261
-0.3348109,0.257238,-0.279567
0.79796101,0.336959,-0.224732
-1.50752154,0.192245,-0.283547
0.28502894,0.391997,-0.268701
0.728017446,0.267427,-0.27785
1.4706708,0.438924,-0.183411
0.7347627,0.270572,-0.221345
0.8000264,0.353147,-0.330778
-0.19372225,0.316203,-0.228338
0.091309709,0.1995,-0.262312
1.0764947,0.43031,-0.276743
-0.128958246,0.361985,-0.210514
-1.41582134,0.285233,-0.284665
0.0745387,0.222095,-0.403118
0.92117193,0.34618,-0.154372
0.7767386,0.405025,-0.157531
-0.265002719,0.314937,-0.229002
0.452554237,0.316344,-0.322598
0.35387344,0.377042,-0.23356
0.70346972,0.235651,-0.165054
1.0235005,0.328626,-0.365466
0.25658661,0.279811,-0.273022
-0.82867469,0.189658,-0.348192
0.281352876,0.307984,-0.22133
1.0253374,0.292902,-0.254415
1.4526823,0.265185,-0.2983
1.6694294,0.422275,-0.313298
0.3599973,0.288958,-0.272117
-0.36470189,0.281518,-0.250895
-1.47879778,0.275469,-0.401836
1.30934223,0.327156,-0.278763
1.0698354,0.429362,-0.309658
0.469929792,0.354329,-0.360522
0.7341596,0.252235,-0.233367
0.092143,0.310041,-0.371936
0.6492966,0.327697,-0.396042
0.6659881,0.354504,-0.291369
2.0973442626,0.323487,-0.276725
1.448801907,0.317573,-0.180669
0.459956672,0.320411,-0.180063
-0.34573686,0.384435,-0.350496
0.40211544,0.329729,-0.208318
0.01266815,0.271026,-0.282964
0.7694927,0.36527,-0.33055
0.09403278,0.287717,-0.256288
1.9200819,0.268887,-0.284208
1.11474323,0.313838,-0.337225
-1.60649696,0.297312,-0.398978
0.3203045,0.331657,-0.256183
-1.3934753,0.263226,-0.311309
0.85779348,0.297688,-0.284599
-0.31659077,0.334597,-0.354445
-0.41983658,0.190171,-0.343125
1.72396,0.308893,-0.26975
0.100463319,0.355931,-0.291622
0.58940702,0.369191,-0.260731
-0.60800921,0.209705,-0.267645
-0.22455211,0.353408,-0.471351
-0.87478844,0.221892,-0.261208
1.38634296,0.330833,-0.24469
0.1292515,0.262702,-0.304778
0.96515337,0.299086,-0.27558
-0.81623722,0.362477,-0.333941
-0.43432354,0.328343,-0.327081
-0.8562122,0.342404,-0.374235
-0.2978488,0.278109,-0.343682
0.72892667,0.418365,-0.215119
0.45188014,0.351015,-0.334976
0.68196547,0.276336,-0.188478
-0.189508,0.294644,-0.241549
0.77254183,0.429029,-0.301639
0.18482204,0.21861,-0.279675
0.3565284,0.29902,-0.210734
-0.19832921,0.328488,-0.292209
2.8194132,0.360633,-0.231342
0.57002735,0.305099,-0.208888
0.68418697,0.286803,-0.288024
1.00520429,0.388958,-0.261244
0.1885303,0.211211,-0.307842
0.48774309,0.369314,-0.226814
0.916679654,0.27549,-0.175547
0.64305609,0.325574,-0.277405
1.543801,0.283899,-0.276796
-0.04796877,0.253649,-0.433569
-0.35886276,0.306432,-0.258764
-0.471553195,0.360242,-0.228687
0.41649801,0.380562,-0.21838
0.73392132,0.278948,-0.19034
0.6082519,0.292454,-0.296868
1.165048,0.435525,-0.248452
0.09240302,0.335487,-0.264803
-0.22780376,0.19655,-0.259385
1.38222996,0.315131,-0.214566
0.33612041,0.306528,-0.249437
1.27328262,0.298345,-0.168706
0.20289371,0.309924,-0.27957
1.16269882,0.304933,-0.222546
1.62478241,0.481408,-0.13801
1.4191956,0.239477,-0.194352
0.33250832,0.364699,-0.343739
-0.100807953,0.293758,-0.287909
1.5901885,0.433968,-0.500819
-0.82376387,0.26065,-0.30095
1.76514249,0.250921,-0.131164
1.06118033,0.289345,-0.354208
-0.18020345,0.21423,-0.567826
0.7478484,0.301727,-0.204428
0.00194616,0.307327,-0.284819
0.2632627,0.25582,-0.305397
0.7373107,0.324373,-0.282324
0.4086126,0.429514,-0.386894
0.44745985,0.271147,-0.246637
0.68254667,0.24951,-0.1969
0.54927177,0.312918,-0.368447
0.7743589,0.360727,-0.268739
0.83137351,0.354634,-0.22408
1.2430736,0.360992,-0.27398
1.4682969,0.276276,-0.251009
-0.1751581,0.310966,-0.263145
2.0247226,0.387134,-0.257842
-0.00483763,0.310124,-0.236709
1.38507418,0.346596,-0.252056
0.90944633,0.315368,-0.228512
0.5477575,0.236743,-0.244042
0.37506412,0.238134,-0.204275
0.8084229,0.339984,-0.249262
0.42775769,0.266715,-0.300995
-0.0119265,0.239595,-0.255615
-0.3026518,0.255651,-0.230106
1.73857598,0.306436,-0.153317
0.605017746,0.336529,-0.197845
1.266796932,0.330157,-0.23751
-0.03464222,0.325693,-0.347819
0.8529509,0.306941,-0.369047
0.9002829,0.323338,-0.217468
0.13134809,0.276116,-0.308851
0.860737596,0.252458,-0.313128
-0.9712914,0.352607,-0.290557
1.15034589,0.273976,-0.10688
-0.0616201,0.417068,-0.291942
0.4204113,0.331477,-0.300223
1.00022905,0.31329,-0.272742
2.0837082,0.315131,-0.217459
1.4010768,0.310069,-0.277976
1.2192255,0.392449,-0.278623
1.40945742,0.322403,-0.454204
-1.639396,0.233159,-0.351831
1.2242736,0.328943,-0.272327
-0.01560851,0.241676,-0.293596
1.7323825,0.288986,-0.176933
0.87286889,0.435271,-0.210161
-1.05288451,0.239383,-0.30641
0.89281083,0.405321,-0.317962
0.286710479,0.330325,-0.228695
1.034864695,0.344691,-0.231412
1.73068453,0.353627,-0.200152
1.006252089,0.297497,-0.27727
1.4373703,0.360963,-0.213282
0.14178351,0.276852,-0.357889
-0.50237704,0.222464,-0.396751
-0.8985514,0.214884,-0.320936
-0.4123128,0.336346,-0.260035
0.0656714,0.235753,-0.355234
0.3257122,0.437923,-0.311534
1.05643567,0.345285,-0.230647
-0.02607828,0.291703,-0.333596
1.8343939,0.296525,-0.258003
0.30518839,0.241606,-0.339448
0.35770741,0.298369,-0.31084
0.27095211,0.353729,-0.305629
0.11573048,0.288173,-0.244748
-0.87650289,0.20704,-0.294739
0.36514077,0.307072,-0.202652
1.3011876,0.281272,-0.273538
-0.47715821,0.177625,-0.330542
-0.045145072,0.268401,-0.282473
-0.14177434,0.395575,-0.305738
1.22762928,0.308064,-0.283437
-0.92072323,0.162735,-0.220479
-0.6533423,0.374044,-0.263921
0.10298695,0.363824,-0.382898
0.40643328,0.337373,-0.254772
0.859732,0.222881,-0.252284
0.05788563,0.269724,-0.297956
0.49310876,0.259625,-0.128415
0.1675183,0.490049,-0.245523
0.28434683,0.297857,-0.29355
-0.46752784,0.215148,-0.286625
-1.4104282,0.20296,-0.319673
-0.59968784,0.315345,-0.213084
1.2313126,0.337369,-0.257875
0.5153575,0.34982,-0.284104
-0.94793696,0.190685,-0.271103
0.2727545,0.268157,-0.241332
1.1802283,0.320978,-0.236669
0.7487416,0.269622,-0.330798
1.22365938,0.303755,-0.31521
-0.93428444,0.307661,-0.268779
0.82742135,0.29696,-0.302684
1.64985902,0.290864,-0.153898
1.20374206,0.30412,-0.292662
-0.310267831,0.330069,-0.364325
-0.4475695,0.40931,-0.331752
-0.4959811,0.27752,-0.241457
0.44944379,0.254198,-0.272537
0.32032492,0.418826,-0.360242
-0.1844064,0.378695,-0.3113
1.7470466,0.471664,-0.259407
0.29895276,0.322552,-0.314896
1.80306571,0.299985,-0.300248
1.25115353,0.373488,-0.182828
-0.504657674,0.313442,-0.397237
0.5234427946,0.305982,-0.203136
-0.58299348,0.281125,-0.288361
-0.02774928,0.250606,-0.304975
1.9644292,0.351945,-0.230719
1.150043848,0.389754,-0.431301
0.52632203,0.324249,-0.191512
0.86151916,0.346512,-0.169668
0.1649998,0.428923,-0.244506
0.36826717,0.346935,-0.239103
1.523830399,0.326772,-0.256413
1.3916626,0.319438,-0.222881
1.89538303,0.345398,-0.257923
1.32801099,0.390644,-0.258075
0.53163312,0.321304,-0.339139
0.22727307,0.314296,-0.223276
-0.46161621,0.298297,-0.327293
0.8532029,0.352989,-0.324345
0.90294327,0.275033,-0.171688
1.18518798,0.344882,-0.300811
0.635733994,0.290273,-0.254555
0.2204347,0.244192,-0.258716
0.48020892,0.268952,-0.286838
-0.7577687,0.304544,-0.230684
0.82148,0.303628,-0.15276
-0.4815488,0.235127,-0.304199
0.54275669,0.21645,-0.309998
-0.2746252,0.322858,-0.284273
1.0089612,0.374092,-0.283302
1.3395245,0.326062,-0.36316
0.943825,0.283759,-0.197558
-0.3169395,0.285557,-0.338678
-1.1128331,0.244519,-0.368702
-0.325709,0.383054,-0.300217
-0.18312901,0.305193,-0.28295
0.04305936,0.356018,-0.314225
0.6099948,0.281633,-0.224828
-0.0238377,0.246725,-0.230252
3.2743809,0.311527,-0.112755
0.41493333,0.399293,-0.368637
2.0968506,0.330801,-0.271128
-0.09796136,0.36728,-0.3188
-1.65621571,0.219387,-0.368989
-0.3704516,0.275919,-0.290485
1.22442112,0.331686,-0.235757
1.32896618,0.447327,-0.408238
0.61916102,0.33307,-0.195735
0.18288476,0.335469,-0.305469
0.9109935,0.297749,-0.346488
-0.2421972,0.280239,-0.373763
-0.09266146,0.313317,-0.275173
-0.0573264,0.468419,-0.269275
0.10578163,0.332215,-0.243187
0.669468764,0.275089,-0.209644
0.90543003,0.343765,-0.289958
1.1466345,0.368746,-0.24226
0.4147013,0.287952,-0.331128
0.74516166,0.2011,-0.207389
0.336906833,0.347392,-0.236214
0.90133581,0.273495,-0.181359
0.81509809,0.283995,-0.307863
0.048614,0.244822,-0.275096
1.91557448,0.332489,-0.20332
0.55030623,0.33874,-0.283369
1.15033738,0.338381,-0.299662
-0.15718676,0.214458,-0.190403
1.215082,0.273449,-0.189366
-0.64647263,0.161314,-0.281198
-0.31239411,0.371378,-0.2574
0.80422849,0.350783,-0.329011
1.15524548,0.268744,-0.277766
0.84436651,0.307746,-0.195584
1.88273398,0.319954,-0.163712
0.19495868,0.276721,-0.230951
0.23101787,0.30474,-0.25272
0.4264053,0.302431,-0.323959
1.21120984,0.322576,-0.231782
0.5700357,0.355059,-0.309878
2.1994301,0.425623,-0.289208
0.86435634,0.289309,-0.166248
1.1705833,0.271866,-0.234221
0.1669133,0.208893,-0.23886
-1.78970227,0.138204,-0.361423
-0.06896342,0.302767,-0.277442
0.3301157,0.375184,-0.325229
-0.63211205,0.305067,-0.221246
1.29964057,0.308482,-0.298835
0.86462383,0.475643,-0.271688
0.3357309,0.330794,-0.209774
-0.03152039,0.328486,-0.3362
0.84127195,0.274146,-0.288306
0.0310996,0.313334,-0.385356
-0.4063137,0.273922,-0.358735
1.01052989,0.294002,-0.238908
0.9120432809,0.290317,-0.198533
0.3942464,0.351979,-0.379531
0.0246117,0.295022,-0.277687
1.07081387,0.377268,-0.202025
0.8971669,0.30756,-0.161057
-0.5752804,0.223617,-0.325255
0.9083209,0.489332,-0.264153
0.708112,0.324935,-0.311602
1.07921532,0.362042,-0.207995
0.73887854,0.371651,-0.351887
-0.32679567,0.223368,-0.198119
0.12474982,0.318478,-0.304999
0.23329412,0.288502,-0.307773
-0.04871213,0.310301,-0.266455
0.86618927,0.284685,-0.368853
-0.10377408,0.15208,-0.319042
1.69330228,0.3448,-0.265657
-0.4404408,0.335217,-0.396376
-0.9595165,0.350063,-0.296192
-1.2665446,0.253408,-0.331568
0.961857151,0.322658,-0.278507
1.52766995,0.404892,-0.210295
1.53585266,0.365089,-0.211726
1.39201996,0.262897,-0.172434
0.69219221,0.384454,-0.238909
1.2290327,0.319045,-0.354529
0.20905699,0.367141,-0.291356
0.6028066,0.335453,-0.285137
1.13812613,0.319509,-0.258843
-0.01003863,0.240777,-0.233012
-0.7123479,0.291698,-0.280195
2.000756898,0.368945,-0.170956
-0.64267427,0.216372,-0.28086
0.94631264,0.26282,-0.157819
-0.71885509,0.271156,-0.285122
0.0082998,0.296244,-0.257758
1.16718186,0.305388,-0.220556
1.52313406,0.289787,-0.336499
0.47584901,0.393463,-0.343861
0.61443573,0.348659,-0.269236
0.7599017,0.316499,-0.338176
1.37470871,0.342977,-0.208304
1.660032696,0.361284,-0.235581
0.42755065,0.384359,-0.310503
1.3607989,0.299812,-0.195129
1.71333616,0.383725,-0.178768
0.10603294,0.267686,-0.154724
1.72879574,0.383565,-0.184829
1.2778623,0.332895,-0.204518
0.87457344,0.363814,-0.323805
0.5739178,0.235423,-0.326513
0.376745782,0.260599,-0.215715
0.71542747,0.296948,-0.342536
-0.9750919,0.248438,-0.333736
0.95418718,0.396484,-0.225724
-0.7425828,0.401706,-0.327449
0.15430461,0.254565,-0.251822
0.00893878,0.277212,-0.250218
1.843133178,0.449371,-0.429043
2.85240584,0.337166,-0.209016
0.18097329,0.259599,-0.263331
0.88530082,0.355268,-0.243467
-0.0539047,0.348441,-0.309855
1.40956703,0.294478,-0.206475
0.7231898,0.267906,-0.243418
0.38938601,0.257638,-0.310684
1.42662238,0.345619,-0.260568
0.03563306,0.275102,-0.25131
-0.6284805728,0.323627,-0.288644
0.918957,0.290593,-0.207963
2.02514975,0.331555,-0.293488
0.8257202,0.255179,-0.259005
1.3234267,0.272513,-0.308758
0.12667558,0.283922,-0.287085
0.12689725,0.461237,-0.21486
-0.59309103,0.273731,-0.242643
0.3978139,0.296716,-0.31229
0.7674966,0.280485,-0.354674
1.61662495,0.273536,-0.181533
1.14304264,0.264346,-0.183584
0.10505,0.266596,-0.232262
-0.1070657,0.296149,-0.25682
1.6045211,0.287782,-0.186332
0.8779781,0.228466,-0.12109
-0.70301626,0.256327,-0.321922
0.8447306,0.426508,-0.338632
0.54946527,0.408341,-0.283252
0.3620992,0.375824,-0.37326
1.0408456,0.189848,-0.211847
0.821811991,0.379827,-0.171808
1.19412794,0.336362,-0.37496
1.7519292,0.328393,-0.165832
-0.8259544,0.333867,-0.303464
1.11435974,0.304535,-0.292943
1.77152446,0.453415,-0.220023
0.3856682,0.303358,-0.325439
0.27731415,0.288794,-0.309256
1.259159338,0.286817,-0.277073
0.21422256,0.242013,-0.363
1.463953161,0.305189,-0.381397
0.5676939,0.320096,-0.305909
1.3659304,0.309617,-0.171747
0.8888395,0.311008,-0.343128
2.0935572,0.379389,-0.342457
2.105135581,0.343999,-0.198237
-0.00067992,0.35753,-0.325227
0.9214193,0.271025,-0.337018
1.09496213,0.285866,-0.275011
0.39957236,0.326452,-0.393176
0.9701661,0.378147,-0.37209
0.2707939,0.370296,-0.350227
1.25365168,0.238708,-0.174678
0.3953078,0.227505,-0.245443
0.68637892,0.306394,-0.2254
1.95826722,0.331246,-0.436296
2.1477837,0.300893,-0.261488
0.8948764,0.300242,-0.226501
1.9446279,0.271474,-0.183489
-0.39840235,0.239268,-0.242111
0.92930767,0.319372,-0.216031
2.0046324,0.24565,-0.227497
2.24613434,0.388569,-0.322783
0.922106,0.460524,-0.217677
-0.29363046,0.248716,-0.403687
0.6600292,0.346619,-0.260155
0.972004,0.320303,-0.171972
0.44824243,0.307803,-0.299841
0.74993167,0.258002,-0.193905
2.40441562,0.438721,-0.16462
0.71614183,0.292287,-0.218919
0.38360224,0.521387,-0.233857
0.4282926,0.352966,-0.328654
1.012412715,0.32668,-0.178621
0.295546643,0.235861,-0.404529
1.8557005,0.313043,-0.112103
1.0827717,0.425524,-0.201435
0.32334467,0.199085,-0.27138
1.34965029,0.391018,-0.161718
1.2828903,0.263658,-0.154033
0.57410079,0.279669,-0.258366
1.83920976,0.34469,-0.278257
2.03737924,0.368326,-0.226425
-0.5997477,0.298719,-0.528713
2.1016615,0.326545,-0.140644
0.87354609,0.308757,-0.252114
2.46443466,0.391561,-0.201117
-0.01439629,0.390346,-0.346506
0.56654074,0.288604,-0.234913
1.28986944,0.3905,-0.48102
3.3261103,0.343461,-0.127532
0.4125234,0.276606,-0.266297
0.69350958,0.297146,-0.298738
-0.04549148,0.290863,-0.226784
1.38854473,0.380603,-0.205975
1.36814839,0.286352,-0.205106
0.89001116,0.326194,-0.33305
1.4991486,0.266609,-0.248399
1.576462,0.287961,-0.202682
0.55999,0.501044,-0.281005
1.07855614,0.221528,-0.237386
0.1830104,0.370753,-0.296632
1.75484625,0.310839,-0.270477
-0.64448825,0.222213,-0.282351
1.6694229,0.29755,-0.278865
0.712319233,0.401128,-0.297376
-0.2103251,0.352455,-0.256581
1.3102993,0.325449,-0.232771
1.75982524,0.353309,-0.214275
0.8052334,0.367416,-0.308001
1.4453087,0.353903,-0.202822
-0.074157374,0.346524,-0.310408
0.49486543,0.253128,-0.324576
1.69202558,0.514238,-0.356279
1.97497133,0.291153,-0.108622
1.24594643,0.34804,-0.302473
0.25700462,0.284593,-0.280155
